country_code,country,deaths,epiweek_onset,imported_cases,lab_confirmed_cases,nombre_pais,num_country_code,num_country_code2,num_gbs,num_gbs_with_zika,num_records,num_microcephaly_associated,other_neuro_complications,other_source_transmission,pregnant_women,report_epi_week,severe_cases,sovereign,status,sub_region,suspected_cases,suspect_cases_bin,total_cases,total_cases_bin,year,month
VEN,Venezuela,0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,3,0,Venezuela,Member State,Andean,0,0K,0,0,2016,January
VEN,Venezuela,0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,4,0,Venezuela,Member State,Andean,0,0K,0,0,2016,January
VEN,Venezuela,1,0,0,0,Venezuela,862,862,252,3,1,0,3,0,0,4,0,Venezuela,Member State,Andean,4693,4K,4693,321300,2016,January
VEN,Venezuela,0,0,0,0,Venezuela,862,862,0,0,1,0,0,0,0,5,0,Venezuela,Member State,Andean,0,0K,0,0,2016,February
BRA,Brazil,0,0,0,8,Brasil,76,76,0,0,1,0,0,0,0,19,0,Brazil,Member State,South Cone,0,0K,8,0,2015,May
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,20,0,Brazil,Member State,South Cone,0,0K,0,0,2015,May
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,40,0,Brazil,Member State,South Cone,0,0K,0,0,2015,October
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,41,0,Brazil,Member State,South Cone,0,0K,0,0,2015,October
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,42,0,Brazil,Member State,South Cone,0,0K,0,0,2015,October
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,43,0,Brazil,Member State,South Cone,0,0K,0,0,2015,October
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,46,0,Brazil,Member State,South Cone,0,0K,0,0,2015,November
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,48,0,Brazil,Member State,South Cone,0,0K,0,0,2015,December
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,49,0,Brazil,Member State,South Cone,0,0K,0,0,2015,December
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,50,0,Brazil,Member State,South Cone,0,0K,0,0,2015,December
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,51,0,Brazil,Member State,South Cone,0,0K,0,0,2015,December
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,52,0,Brazil,Member State,South Cone,0,0K,0,0,2015,December
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,1,0,Brazil,Member State,South Cone,0,0K,0,0,2016,January
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,2,0,Brazil,Member State,South Cone,0,0K,0,0,2016,January
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,3,0,Brazil,Member State,South Cone,0,0K,0,0,2016,January
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,4,0,Brazil,Member State,South Cone,0,0K,0,0,2016,January
BRA,Brazil,0,0,0,0,Brasil,76,76,0,0,1,0,0,0,0,5,0,Brazil,Member State,South Cone,0,0K,0,0,2016,February
BRA,Brazil,1,5,0,0,Brasil,76,76,0,0,1,0,0,0,0,5,0,Brazil,Member State,South Cone,0,0K,0,0,2016,February
BRA,Brazil,0,0,0,526,Brasil,76,76,0,0,1,0,0,0,0,6,0,Brazil,Member State,South Cone,1451,0K,1977,0,2016,February
COL,Colombia,0,39,0,9,Colombia,170,170,0,0,1,0,0,0,0,40,0,Colombia,Member State,Andean,89,0K,98,0,2015,October
COL,Colombia,0,0,0,46,Colombia,170,170,0,0,1,0,0,0,0,41,0,Colombia,Member State,Andean,0,0K,46,0,2015,October
COL,Colombia,0,0,0,193,Colombia,170,170,0,0,1,0,0,0,0,42,0,Colombia,Member State,Andean,150,0K,343,0,2015,October
COL,Colombia,0,0,0,93,Colombia,170,170,0,0,1,0,0,0,0,43,0,Colombia,Member State,Andean,247,0K,340,0,2015,October
COL,Colombia,0,0,0,52,Colombia,170,170,0,0,1,0,0,0,0,44,0,Colombia,Member State,Andean,362,0K,414,0,2015,November
COL,Colombia,0,0,0,95,Colombia,170,170,2,0,1,0,0,0,0,45,0,Colombia,Member State,Andean,741,0K,836,0,2015,November
COL,Colombia,0,0,0,90,Colombia,170,170,2,0,1,0,0,0,0,46,0,Colombia,Member State,Andean,1046,0K,1136,0,2015,November
COL,Colombia,0,0,0,0,Colombia,170,170,1,0,1,0,0,0,0,47,0,Colombia,Member State,Andean,1065,0K,1065,0,2015,November
COL,Colombia,0,0,0,37,Colombia,170,170,4,0,1,0,0,0,0,48,0,Colombia,Member State,Andean,1363,0K,1400,0,2015,December
COL,Colombia,0,0,0,61,Colombia,170,170,2,0,1,0,0,0,0,49,0,Colombia,Member State,Andean,1777,0K,1838,0,2015,December
COL,Colombia,0,0,0,24,Colombia,170,170,1,0,1,0,0,0,0,50,0,Colombia,Member State,Andean,1452,0K,1476,0,2015,December
COL,Colombia,0,0,0,36,Colombia,170,170,6,0,1,0,0,0,0,51,0,Colombia,Member State,Andean,988,0K,1024,0,2015,December
COL,Colombia,0,0,0,10,Colombia,170,170,4,0,1,0,0,0,0,52,0,Colombia,Member State,Andean,1686,0K,1696,0,2015,December
COL,Colombia,0,0,0,30,Colombia,170,170,14,0,1,0,0,0,0,1,0,Colombia,Member State,Andean,1789,0K,1819,0,2016,January
COL,Colombia,0,0,0,22,Colombia,170,170,3,0,1,0,0,0,0,2,0,Colombia,Member State,Andean,2866,0K,2888,0,2016,January
COL,Colombia,0,0,0,252,Colombia,170,170,3,0,1,0,0,0,0,3,0,Colombia,Member State,Andean,3626,0K,3878,321300,2016,January
COL,Colombia,0,0,0,281,Colombia,170,170,0,0,1,0,0,0,3177,4,0,Colombia,Member State,Andean,5067,4K,5348,321300,2016,January
COL,Colombia,3,0,0,173,Colombia,170,170,0,3,1,0,0,0,1836,5,0,Colombia,Member State,Andean,5737,4K,5910,321300,2016,February
COL,Colombia,0,0,0,108,Colombia,170,170,0,0,1,0,0,0,1343,6,0,Colombia,Member State,Andean,5348,4K,5456,321300,2016,February
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,40,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,October
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,41,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,October
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,42,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,October
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,43,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,October
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,44,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,November
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,45,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,November
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,46,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,November
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,47,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,November
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,48,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,December
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,49,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,December
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,50,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,December
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,51,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,December
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,52,0,Costa Rica,Member State,Central America,0,0K,0,0,2015,December
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,1,0,Costa Rica,Member State,Central America,0,0K,0,0,2016,January
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,2,0,Costa Rica,Member State,Central America,0,0K,0,0,2016,January
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,3,0,Costa Rica,Member State,Central America,0,0K,0,0,2016,January
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,4,0,Costa Rica,Member State,Central America,0,0K,0,0,2016,January
COR,Costa Rica,0,0,0,1,Costa Rica,188,188,0,0,1,0,0,0,0,4,0,Costa Rica,Member State,Central America,0,0K,1,0,2016,January
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,5,0,Costa Rica,Member State,Central America,0,0K,0,0,2016,February
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,6,0,Costa Rica,Member State,Central America,0,0K,0,0,2016,February
COR,Costa Rica,0,0,0,0,Costa Rica,188,188,0,0,1,0,0,0,0,7,0,Costa Rica,Member State,Central America,0,0K,0,0,2016,February
COR,Costa Rica,0,0,0,2,Costa Rica,188,188,0,0,1,0,0,0,1,8,0,Costa Rica,Member State,Central America,0,0K,2,0,2016,February
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,40,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,October
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,41,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,October
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,42,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,October
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,43,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,October
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,44,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,November
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,45,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,November
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,46,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,November
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,47,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,November
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,48,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,December
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,49,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,December
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,50,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,December
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,51,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,December
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,52,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2015,December
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,1,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2016,January
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,2,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2016,January
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,3,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2016,January
CUW,Curacao,0,0,0,1,Curazao,531,531,0,0,1,0,0,0,0,4,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,1,0,2016,January
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,4,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2016,January
CUW,Curacao,0,0,0,0,Curazao,531,531,0,0,1,0,0,0,0,5,0,Netherlands,Associated Member,Non Latin Caribbean,0,0K,0,0,2016,February
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,40,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,October
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,41,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,October
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,42,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,October
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,43,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,October
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,44,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,November
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,45,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,November
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,46,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,November
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,47,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,November
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,48,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,December
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,49,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,December
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,50,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,December
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,51,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,December
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,52,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2015,December
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,1,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2016,January
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,2,0,Dominican Republic,Member State,Latin Caribbean,0,0K,0,0,2016,January
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,3,0,Dominican Republic,Member State,Latin Caribbean,27,0K,27,0,2016,January
DOM,Dominican Republic,0,0,0,10,República Dominicana,214,214,0,0,1,0,0,0,0,3,0,Dominican Republic,Member State,Latin Caribbean,0,0K,10,0,2016,January
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,4,0,Dominican Republic,Member State,Latin Caribbean,77,0K,77,0,2016,January
DOM,Dominican Republic,0,0,0,8,República Dominicana,214,214,0,0,1,0,0,0,0,5,0,Dominican Republic,Member State,Latin Caribbean,119,0K,127,0,2016,February
DOM,Dominican Republic,0,0,0,0,República Dominicana,214,214,0,0,1,0,0,0,0,6,0,Dominican Republic,Member State,Latin Caribbean,82,0K,82,0,2016,February
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,40,0,Ecuador,Member State,Andean,0,0K,0,0,2015,October
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,41,0,Ecuador,Member State,Andean,0,0K,0,0,2015,October
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,42,0,Ecuador,Member State,Andean,0,0K,0,0,2015,October
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,43,0,Ecuador,Member State,Andean,0,0K,0,0,2015,October
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,44,0,Ecuador,Member State,Andean,0,0K,0,0,2015,November
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,45,0,Ecuador,Member State,Andean,0,0K,0,0,2015,November
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,46,0,Ecuador,Member State,Andean,0,0K,0,0,2015,November
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,47,0,Ecuador,Member State,Andean,0,0K,0,0,2015,November
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,48,0,Ecuador,Member State,Andean,0,0K,0,0,2015,December
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,49,0,Ecuador,Member State,Andean,0,0K,0,0,2015,December
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,50,0,Ecuador,Member State,Andean,0,0K,0,0,2015,December
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,51,0,Ecuador,Member State,Andean,0,0K,0,0,2015,December
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,52,0,Ecuador,Member State,Andean,0,0K,0,0,2015,December
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,1,0,Ecuador,Member State,Andean,0,0K,0,0,2016,January
ECU,Ecuador,0,0,4,2,Ecuador,218,218,0,0,1,0,0,0,0,1,0,Ecuador,Member State,Andean,0,0K,2,0,2016,January
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,2,0,Ecuador,Member State,Andean,0,0K,0,0,2016,January
ECU,Ecuador,0,0,1,5,Ecuador,218,218,0,0,1,0,0,0,0,2,0,Ecuador,Member State,Andean,0,0K,5,0,2016,January
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,3,0,Ecuador,Member State,Andean,0,0K,0,0,2016,January
ECU,Ecuador,0,0,5,6,Ecuador,218,218,0,0,1,0,0,0,0,3,0,Ecuador,Member State,Andean,0,0K,6,0,2016,January
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,4,0,Ecuador,Member State,Andean,0,0K,0,0,2016,January
ECU,Ecuador,0,0,4,12,Ecuador,218,218,0,0,1,0,0,0,0,4,0,Ecuador,Member State,Andean,0,0K,12,0,2016,January
ECU,Ecuador,0,0,0,0,Ecuador,218,218,0,0,1,0,0,0,0,5,0,Ecuador,Member State,Andean,0,0K,0,0,2016,February
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,40,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,October
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,41,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,October
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,42,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,October
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,43,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,October
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,44,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,November
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,45,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,November
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,46,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,November
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,47,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,November
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,48,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,December
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,49,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,December
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,50,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,December
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,51,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,December
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,52,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2015,December
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,1,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2016,January
BRB,Barbados,0,0,0,3,Barbados,52,52,0,0,1,0,0,0,0,1,0,Barbados,Member State,Non Latin Caribbean,0,0K,3,0,2016,January
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,2,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2016,January
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,3,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2016,January
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,4,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2016,January
BRB,Barbados,0,0,0,0,Barbados,52,52,0,0,1,0,0,0,0,5,0,Barbados,Member State,Non Latin Caribbean,0,0K,0,0,2016,February
BRB,Barbados,0,0,0,4,Barbados,52,52,0,0,1,0,0,0,3,6,0,Barbados,Member State,Non Latin Caribbean,0,0K,4,0,2016,February
